src_ip,dst_ip,sport,dsport,proto,duration,bytes,packets,src_bytes,dst_bytes,src_pkts,dst_pkts,label,type
192.168.228.239,10.0.128.51,5427,443,6,0.01,1446,1076,49,1094,25,20,1,dos
192.168.94.65,10.0.182.144,4570,8080,17,1.3668347815732758,3981,51,207,583,26,31,0,normal
192.168.171.39,10.0.146.135,37769,443,17,5.804390465653445,5433,55,1462,71,20,20,0,normal
192.168.81.187,10.0.45.164,29917,22,6,9.807669582843495,23537,44,1929,779,21,21,0,normal
192.168.84.88,10.0.169.222,10412,8080,6,2.447403714469185,30198,55,5567,303,18,26,0,normal
192.168.242.86,10.0.42.233,53587,22,17,10.421989819991246,1849,51,8952,7502,22,22,0,normal
192.168.93.86,10.0.135.15,42780,22,17,2.0786532503399298,9123,63,2443,3932,19,22,0,normal
192.168.44.137,10.0.60.40,63993,22,6,1.0971017029604009,74300,41,5395,338,17,26,0,normal
192.168.165.74,10.0.211.235,37684,445,17,1.9996932183729874,262144,4096,3127,183,33,23,1,ddos
192.168.36.101,10.0.165.194,24732,8080,17,4.699797884419587,883,45,121,183,16,30,0,normal
192.168.220.156,10.0.234.112,25750,8080,6,2.2875552123333556,108,40,2351,670,37,28,1,backdoor
192.168.170.171,10.0.183.77,15032,445,6,5.587352011824751,843,54,1122,8935,24,33,1,backdoor
192.168.213.216,10.0.232.105,37041,3389,17,1.352066068872388,4498,59,354,11622,24,26,0,normal
192.168.170.252,10.0.235.107,64020,445,6,6.036439699756382,43,58,1123,5,25,31,0,normal
192.168.104.66,10.0.247.122,1135,80,17,118.99929058604265,7144,50,2240,22854,25,24,1,mitm
192.168.55.200,10.0.223.80,50858,443,17,3.042820487138609,292736,4574,732,866,23,30,1,ddos
192.168.176.91,10.0.234.125,18569,443,17,265.20512998165924,2629,65,7971,70,27,33,1,mitm
192.168.22.101,10.0.184.172,41192,22,6,5.795395602946898,287,41,2169,989,18,20,0,normal
192.168.155.121,10.0.185.134,3403,8080,6,37.50362732770094,2429,58,6300,209,22,28,1,mitm
192.168.93.195,10.0.220.32,31261,8080,6,9.037784086643995,85682,46,13534,29870,19,20,0,normal
192.168.108.141,10.0.108.202,46972,22,17,6.397843384238929,1339,65,496,344,24,22,0,normal
192.168.173.10,10.0.114.146,22834,80,17,1.333504745183622,35,42,450,161,19,33,0,normal
192.168.228.9,10.0.68.127,42144,443,6,18.439312377642093,33777,57,11087,72996,27,27,0,normal
192.168.182.248,10.0.201.135,18833,445,6,5.465094668875276,8821,45,235,2439,34,28,0,normal
192.168.247.155,10.0.114.8,53837,3389,17,3.011296427535828,3597,75,900,395,19,25,0,normal
192.168.34.243,10.0.64.235,9493,80,1,0.8570702558651218,9284,46,413,44613,20,19,0,normal
192.168.129.160,10.0.135.41,28991,8080,6,3.809496858365117,29645,46,151,15028,25,12,1,ransomware
192.168.89.93,10.0.40.3,10772,80,6,0.9002759556720636,1407,55,2968,320,30,36,1,injection
192.168.71.241,10.0.145.194,24448,443,17,2.8061376190269427,13413,49,642,219,18,19,0,normal
192.168.67.212,10.0.207.110,22000,22,17,2.6272647734888057,1196,56,171,1336,22,24,0,normal
192.168.148.117,10.0.221.114,24938,8080,1,6.363750715698975,58918,57,6977,792,23,27,0,normal
192.168.94.163,10.0.112.180,31091,22,6,1.0683378356703324,113546,41,77,264,21,15,0,normal
192.168.99.113,10.0.150.4,43899,445,6,8.62624632142817,18411,39,816,1053,28,20,0,normal
192.168.103.91,10.0.249.244,13966,443,6,1.9736075911489004,6726,48,6507,36183,25,31,0,normal
192.168.90.206,10.0.134.166,20515,22,17,2.9348326492431305,64,1,6836,8893,26,41,1,scanning
192.168.17.18,10.0.26.139,50478,443,17,7.399531381146423,11746,51,2578,2383,28,18,0,normal
192.168.173.116,10.0.218.17,5557,22,1,4.909381000528325,6477,46,188,554,26,28,0,normal
192.168.93.212,10.0.216.92,52949,22,6,1.8410297979374914,2825,49,1511,850,28,32,0,normal
192.168.181.91,10.0.227.31,24607,443,17,2.440454507319491,12070,63,2233,4308,19,26,0,normal
192.168.82.68,10.0.205.246,38073,445,6,1.8248809059690267,3547,55,453,3666,18,21,0,normal
192.168.193.114,10.0.163.144,28845,22,6,4.516504423157931,8933,63,2328,1249,20,24,0,normal
192.168.1.58,10.0.207.107,31285,445,6,2.0220123635772644,23662,52,57,9618,18,27,0,normal
192.168.154.109,10.0.146.111,38560,80,17,6.467622385375678,208,45,32,106,25,24,0,normal
192.168.148.116,10.0.101.112,30969,3389,1,4.3349696539501945,384,50,303,7851,17,29,0,normal
192.168.87.10,10.0.62.112,18408,80,6,0.7874029911443264,480,62,4386,3796,29,25,0,normal
192.168.59.203,10.0.241.233,29434,3389,6,0.01,144353,604,6126,63,24,25,1,dos
192.168.41.105,10.0.155.247,13222,80,17,1.2515938899484271,10582,38,84,294,24,21,0,normal
192.168.133.122,10.0.163.116,64790,3389,6,2.4740495844065307,12749,56,20655,21935,29,34,0,normal
192.168.193.145,10.0.173.246,30378,22,1,3.628187465366555,28534,67,1312,3139,30,22,0,normal
192.168.22.98,10.0.35.28,51894,443,6,3.533826004423263,367,53,49,870,27,23,0,normal
192.168.248.237,10.0.103.125,8193,443,6,7.022773893057003,50,69,2012,2117,25,22,0,normal
192.168.169.221,10.0.102.137,41153,8080,6,1.0484958149290393,2628,47,13967,1124,27,25,0,normal
192.168.68.197,10.0.204.143,32933,3389,6,14.637829452000608,17946,55,415,2254,30,28,0,normal
192.168.139.56,10.0.21.52,4854,8080,6,2.0991776505695077,196352,3068,7740,7131,26,27,1,ddos
192.168.179.149,10.0.163.234,57330,445,6,1.7851525136837716,192,54,19628,41014,19,27,0,normal
192.168.99.76,10.0.97.51,22428,445,6,5.7787485788566615,487,50,1189,155,22,18,0,normal
192.168.26.115,10.0.83.55,28781,8080,6,8.187043070464803,281,52,247,11270,37,25,0,normal
192.168.147.109,10.0.215.77,64891,3389,1,2.377869691765917,875,36,11392,521,26,20,0,normal
192.168.188.199,10.0.127.172,36674,443,6,6.868805653908554,293,38,11311,94,15,34,0,normal
192.168.47.247,10.0.193.243,34790,3389,6,10.759457171897571,3998,52,88,15040,25,23,0,normal
192.168.71.154,10.0.93.88,16966,445,17,7.279372708201399,997,33,894,275,15,29,0,normal
192.168.40.133,10.0.80.153,33443,22,6,0.01,10581,1084,4636,8070,32,20,1,dos
192.168.149.206,10.0.247.215,17692,8080,6,0.01,422,1166,5178,9489,20,29,1,dos
192.168.132.23,10.0.92.47,17270,8080,17,7.446753410801675,4967,45,614,53465,32,18,0,normal
192.168.106.84,10.0.208.235,26020,445,17,5.5325707034579175,2765,45,161,12974,34,27,0,normal
192.168.143.242,10.0.184.38,52336,3389,17,0.01,6581,1378,25370,14863,25,35,1,dos
192.168.116.109,10.0.139.195,4089,8080,6,19.418488855472063,8720,63,1311,11606,22,31,0,normal
192.168.221.136,10.0.15.1,11491,22,17,2.8203663070393636,10799,5,767,1722,22,28,1,password
192.168.41.112,10.0.135.1,51670,8080,6,0.01,15701,1110,338,16493,18,29,1,dos
192.168.147.112,10.0.49.96,45868,3389,6,3.0891779546224485,8818,39,732,648,30,28,0,normal
192.168.103.46,10.0.201.157,22031,445,17,0.237731381397213,5408,43,47,315,17,21,0,normal
192.168.156.238,10.0.26.87,3567,443,6,1.7424739504122218,785,59,8086,3603,23,31,0,normal
192.168.249.219,10.0.173.235,29726,443,17,4.420083336731752,16341,37,637,13075,25,19,0,normal
192.168.68.122,10.0.93.244,29857,8080,6,1.852586493469846,739,57,16,778,19,27,1,backdoor
192.168.15.227,10.0.102.225,11057,3389,6,5.782190884661048,1662,42,152,498,26,21,0,normal
192.168.165.129,10.0.71.140,54976,8080,17,8.629474604427354,532,62,7443,62,23,14,0,normal
192.168.195.111,10.0.95.160,59089,22,6,2.727423339605235,510,55,825,211,23,33,0,normal
192.168.24.27,10.0.118.148,35193,445,17,11.519827791640232,1581,39,226,272,17,34,0,normal
192.168.40.191,10.0.119.51,17853,22,1,0.41603274821846736,1870,47,1429,12730,36,26,0,normal
192.168.189.164,10.0.81.36,61159,443,17,9.166444951194844,585,43,603,488,20,24,0,normal
192.168.226.221,10.0.67.129,5546,8080,6,8.817993036870433,3114,42,1367,2871,24,31,0,normal
192.168.24.24,10.0.114.155,21175,22,6,1.9429949430718254,4078,45,2077,54,21,22,0,normal
192.168.234.4,10.0.245.111,36343,80,17,1.7742058967419272,1002,49,214,14778,29,25,0,normal
192.168.67.34,10.0.168.225,55822,80,17,1.8199005314344505,683,55,346,1756,22,27,1,injection
192.168.185.177,10.0.212.142,27567,8080,6,8.340467853808368,5798,55,252,73,27,20,0,normal
192.168.215.181,10.0.100.197,54064,8080,1,8.908654250074585,3776,57,267,388,34,27,0,normal
192.168.248.116,10.0.215.109,38608,445,6,2.0003170590766888,771,52,312,232,29,26,0,normal
192.168.23.109,10.0.252.120,52907,22,1,4.489680412015019,3927,7,613,1742,21,24,1,password
192.168.69.95,10.0.79.134,31497,8080,6,0.7479161377508319,4825,44,325,536,29,26,0,normal
192.168.254.181,10.0.161.183,8723,8080,6,3.1628832789726795,2960,52,1509,604,31,22,0,normal
192.168.62.169,10.0.19.127,3653,445,6,33.59746889126044,50883,52,585,205,18,24,0,normal
192.168.57.253,10.0.205.29,41479,445,6,0.8648618708297883,99,50,266,94,25,30,0,normal
192.168.249.188,10.0.189.198,11180,445,17,14.740679819208196,1393,62,23,5661,20,26,0,normal
192.168.54.70,10.0.207.208,18465,445,6,8.69359808081507,12427,52,180,8048,31,25,0,normal
192.168.101.57,10.0.24.151,31740,80,1,17.91623204830586,496,59,528,289,26,24,0,normal
192.168.138.168,10.0.240.10,63199,443,6,90.65224971376189,135,51,7444,2974,18,20,1,mitm
192.168.135.103,10.0.182.105,7858,8080,6,1.2009303327096825,1055,52,953,183,23,26,0,normal
192.168.166.85,10.0.169.177,59125,3389,6,0.08505526369130893,24049,55,53,5271,19,26,0,normal
192.168.61.212,10.0.145.241,19203,445,6,6.449502260458738,64,1,1334,836,28,25,1,scanning
192.168.3.128,10.0.184.236,27243,80,6,5.165452881553698,1047,44,443,249,29,24,1,injection
192.168.179.86,10.0.173.158,38641,445,6,0.980472478812263,6925,36,3435,142,19,23,0,normal
192.168.47.196,10.0.172.238,16806,443,17,7.830574413566808,935,52,58,9726,21,20,0,normal
192.168.220.76,10.0.202.55,16851,3389,6,1.7776316344862337,112768,1762,12361,67,32,17,1,ddos
192.168.38.243,10.0.147.157,58391,22,6,0.7251032495113028,191552,2993,2681,937,22,27,1,ddos
192.168.164.239,10.0.2.164,10455,80,17,2.745776766649657,957,50,722,23,23,21,0,normal
192.168.169.197,10.0.147.135,37942,8080,6,0.47688507653654505,291,52,50,159,16,23,0,normal
192.168.141.87,10.0.154.207,45081,22,6,1.5274902349082446,1781,46,59,86,16,26,0,normal
192.168.58.50,10.0.111.248,10520,3389,6,2.3207707218654496,25045,69,4318,8,23,21,0,normal
192.168.30.190,10.0.38.131,24355,80,6,9.548128431572145,70658,52,5466,376,22,21,0,normal
192.168.101.25,10.0.102.208,40262,80,6,7.864294323514251,36302,46,8805,563,31,24,0,normal
192.168.112.155,10.0.194.95,47049,80,6,2.923744988198102,3926,49,30777,105,30,26,0,normal
192.168.179.206,10.0.92.71,64697,3389,17,6.447200647203271,82264,46,4906,323,18,30,0,normal
192.168.185.126,10.0.222.171,60910,445,17,4.204173050063,298259,45,2477,688,27,17,0,normal
192.168.240.123,10.0.250.190,24587,445,6,2.0839589807487884,4283,41,130211,24,20,19,0,normal
192.168.47.118,10.0.199.228,4736,445,1,0.01,411,541,368,1168,32,22,1,dos
192.168.228.39,10.0.221.24,29555,22,6,5.752146829446204,64,1,896,3663,14,26,1,scanning
192.168.16.248,10.0.244.167,46513,8080,6,4.826019071779692,268,48,50,1974,20,30,0,normal
192.168.22.213,10.0.68.128,33688,80,6,4.811091200471384,506,51,3823,2054,20,24,0,normal
192.168.54.149,10.0.93.44,46287,80,6,44.55646716808905,46,57,730,806,29,27,1,mitm
192.168.200.241,10.0.133.55,13444,22,6,2.426971401356127,12769,47,317,2203,19,22,0,normal
192.168.16.59,10.0.221.254,55634,445,6,10.165684321455068,29,44,330,9275,30,29,0,normal
192.168.247.31,10.0.158.29,6339,80,17,0.8855230169332797,21713,46,223,167340,26,25,0,normal
192.168.170.202,10.0.154.211,6405,80,17,10.765890945755991,111177,43,782,138,24,27,0,normal
192.168.32.187,10.0.154.37,10521,80,6,2.0948938614646053,1116,43,61,208,14,24,1,xss
192.168.162.254,10.0.219.222,30064,443,17,0.6678376270072178,237,44,73,157,27,19,0,normal
192.168.9.209,10.0.115.181,53350,22,17,4.5817962045933545,71,50,119,14028,27,33,0,normal
192.168.139.224,10.0.158.3,33399,80,6,2.3579177358584347,733,44,317,24573,24,32,1,xss
192.168.10.214,10.0.251.122,14518,22,6,8.450521681944661,17298,18,433,5026,23,24,1,password
192.168.249.17,10.0.43.7,64934,22,6,2.8174894172603064,74713,44,18,76,31,19,1,ransomware
192.168.68.48,10.0.125.49,32776,445,6,5.521580506048846,49616,55,391,600,27,24,1,ransomware
192.168.180.111,10.0.121.73,61996,3389,6,1.84271105040792,8569,43,203,2203,19,17,0,normal
192.168.153.123,10.0.245.41,56563,3389,6,1.175146887500528,335041,54,5247,2171,30,25,0,normal
192.168.149.101,10.0.106.77,26381,8080,6,2.455515578043571,1145,44,181,52753,30,30,0,normal
192.168.102.241,10.0.207.182,56943,445,6,4.667284080713579,628,52,8167,9172,31,28,0,normal
192.168.65.191,10.0.127.197,17974,3389,6,5.349347823017894,276,53,35730,8329,26,29,0,normal
192.168.217.51,10.0.221.227,16776,445,6,4.316199065482496,7086,56,11312,472,23,29,0,normal
192.168.36.81,10.0.91.155,38414,22,6,22.137513305474048,2081,45,153,2518,24,29,0,normal
192.168.233.127,10.0.8.32,5156,8080,6,5.873529551828076,15521,50,3099,40,24,24,0,normal
192.168.88.194,10.0.212.64,62641,443,6,13.406040545171576,1210,55,159,1295,18,30,0,normal
192.168.104.15,10.0.138.13,42622,80,17,0.6274374154722384,10483,54,210,1563,23,20,0,normal
192.168.96.167,10.0.191.93,29300,80,6,0.3166851750611409,1383,55,240,89,22,27,0,normal
192.168.123.198,10.0.163.61,40787,8080,6,1.8625315930522814,2152,59,1439,603,25,27,0,normal
192.168.1.239,10.0.182.8,21575,445,6,0.7343219212037443,2601,50,190,20684,29,27,0,normal
192.168.151.122,10.0.29.95,27999,445,17,3.731353145695182,99,45,1184,1016,29,25,0,normal
192.168.167.253,10.0.41.158,3694,445,17,3.6592451783588182,2253,48,13697,3821,28,27,0,normal
192.168.126.57,10.0.214.149,10388,22,6,4.278885480422797,9175,14,121,130532,31,18,1,password
192.168.81.162,10.0.204.11,27320,80,6,6.836928918425706,413,39,43,441,37,32,0,normal
192.168.251.169,10.0.2.178,25704,8080,6,17.759467713238138,135977,62,304,6008,34,22,0,normal
192.168.221.73,10.0.169.194,19090,445,6,10.529284535790893,3010,49,19071,755,20,27,0,normal
192.168.141.70,10.0.226.131,29916,22,1,0.629898405414363,850,6,4346,10023,23,20,1,password
192.168.6.84,10.0.80.179,11065,22,6,2.0663299458604536,800,67,198,1004,21,30,0,normal
192.168.52.245,10.0.196.87,10078,443,6,1.4773820143821983,46213,57,135,9063,18,18,0,normal
192.168.3.81,10.0.249.242,12661,445,6,0.9728859021146697,572,45,2095,17102,26,31,0,normal
192.168.63.49,10.0.212.153,11781,80,6,3.934266880389234,5411,45,1333,729,29,21,0,normal
192.168.76.112,10.0.158.210,42282,22,17,4.028941814023319,17432,50,3810,9027,34,23,0,normal
192.168.175.109,10.0.106.139,28508,8080,6,1.2889650243391721,9031,47,108,35,23,18,0,normal
192.168.183.192,10.0.221.17,13353,445,1,6.222190463524694,967,49,927,1419,18,26,0,normal
192.168.65.81,10.0.154.248,34562,80,6,6.600928475953557,15969,55,6581,15025,19,14,0,normal
192.168.195.218,10.0.249.23,65408,22,6,0.10601601187164801,4070,62,10480,128131,17,25,0,normal
192.168.15.100,10.0.184.180,28139,3389,6,2.518900043549821,95,43,92,87,35,25,0,normal
192.168.32.96,10.0.48.20,27062,443,6,11.042771438093286,34424,47,924,114,20,33,0,normal
192.168.128.196,10.0.237.2,37646,8080,6,3.673165813229127,873,48,618,384,18,32,0,normal
192.168.146.113,10.0.88.31,36910,80,6,2.1357001162176066,2098,53,205,1523,29,31,0,normal
192.168.83.43,10.0.155.130,52308,3389,17,1.4629782991748417,5535,48,251,299,27,25,0,normal
192.168.116.163,10.0.249.78,10925,443,6,1.3943022872940283,1028,47,3408,6541,22,31,0,normal
192.168.232.78,10.0.4.241,57401,443,6,0.5255140435067298,13545,52,237,624,21,27,0,normal
192.168.58.33,10.0.141.228,18398,3389,6,8.497535774930247,327,53,857,263,21,28,0,normal
192.168.14.162,10.0.163.236,50886,80,6,125.5295935523525,945,60,2902,136,28,30,1,mitm
192.168.189.247,10.0.246.128,54480,443,17,1.728638039716569,34594,65,36493,1224,33,30,0,normal
192.168.132.216,10.0.247.200,55543,8080,6,0.23375884302334926,3135,50,1995,2752,26,15,0,normal
192.168.59.157,10.0.194.134,47314,22,17,7.602251337247123,360,53,4635,6737,32,28,0,normal
192.168.83.134,10.0.31.246,33830,8080,6,0.20038054207688644,3489,43,1855,507,20,22,0,normal
192.168.121.225,10.0.138.236,18683,445,17,1.8430226962699896,225472,3523,726,2827,31,25,1,ddos
192.168.177.168,10.0.21.234,49794,443,17,4.258339627146545,124,53,701,25626,34,30,0,normal
192.168.83.245,10.0.202.23,24477,22,17,2.634447805899836,81517,46,869,12827,21,20,1,backdoor
192.168.193.197,10.0.131.160,31522,3389,6,1.658316561021414,106810,57,15,475,24,21,0,normal
192.168.27.80,10.0.148.202,5881,80,6,1.6092222384710078,1952,47,570,4274,26,20,1,xss
192.168.134.232,10.0.29.105,17336,22,6,7.992250154724121,1997,51,2634,762,24,20,0,normal
192.168.13.240,10.0.52.115,2460,22,6,18.24408299508662,3120,58,251,457,23,24,0,normal
192.168.64.190,10.0.174.162,28593,443,6,2.1388685526270526,17784,52,20042,170,26,21,0,normal
192.168.227.147,10.0.101.84,59837,445,17,246.99162164687007,7370,47,1408,38069,29,26,1,mitm
192.168.204.80,10.0.61.125,52275,445,6,0.1862553160668699,4810,47,843,268,22,24,0,normal
192.168.123.43,10.0.200.71,25973,80,1,7.119221390536762,47318,45,5835,800,36,26,0,normal
192.168.202.89,10.0.70.139,8717,445,6,4.018939410693631,28620,52,3388,24,30,21,0,normal
192.168.148.95,10.0.108.210,47010,443,17,7.652964009908034,437,56,10568,9896,27,23,0,normal
192.168.196.172,10.0.243.234,38043,80,6,5.978320591082632,17584,44,15602,1026,24,33,0,normal
192.168.151.2,10.0.249.221,54201,3389,6,11.90307638763314,29829,48,20549,11801,33,22,0,normal
192.168.120.22,10.0.217.191,64029,3389,1,10.850083552864966,5200,53,2734,2222,26,26,0,normal
192.168.115.57,10.0.21.238,10329,3389,6,7.763572584837981,9878,52,137,1435,25,22,1,backdoor
192.168.229.72,10.0.131.82,33670,3389,17,3.223586930790386,1611,46,680,5884,22,22,0,normal
192.168.7.206,10.0.88.111,28326,3389,6,1.8417600499920908,268,57,29085,1072,17,22,0,normal
192.168.184.119,10.0.230.10,11614,8080,6,3.5365022100159167,129904,50,1842,27,31,19,0,normal
192.168.195.114,10.0.155.12,56388,443,17,3.4864950104753545,204,54,460,1862,17,30,0,normal
192.168.16.247,10.0.7.145,53410,80,6,4.71157662593023,86035,49,368,10133,27,11,0,normal
192.168.83.179,10.0.193.192,59633,3389,17,1.0295739115239855,2616,51,127,195,16,16,0,normal
192.168.210.244,10.0.250.114,41454,8080,6,5.330046164820055,36130,64,6895,16,20,26,0,normal
192.168.208.72,10.0.26.15,57726,445,17,3.0495564138747495,3120,45,444,260,25,17,0,normal
192.168.124.225,10.0.243.252,4147,80,6,4.8406160150734205,1965,55,153,2116,20,28,1,xss
192.168.113.12,10.0.33.62,50829,8080,6,1.3695850549826647,7315,52,192,104,22,31,0,normal
192.168.126.53,10.0.229.47,5182,443,6,2.8492956832117713,781,52,5,870,28,27,0,normal
192.168.75.133,10.0.95.35,9724,3389,6,1.1798853390086261,48628,64,4501,2487,20,17,1,ransomware
192.168.27.140,10.0.193.200,11555,8080,6,10.409428902267784,2239,41,682,189,25,27,0,normal
192.168.145.134,10.0.76.123,28762,8080,6,3.346772864668079,10785,52,93,14515,24,25,0,normal
192.168.97.5,10.0.246.249,10903,3389,6,1.274341350057724,3956,59,17576,4256,24,24,0,normal
192.168.57.156,10.0.83.25,6567,443,6,0.21040922931948408,5283,46,1203,146,24,25,0,normal
192.168.78.69,10.0.57.32,47772,8080,6,5.63102748866842,383,49,12,4411,19,23,0,normal
192.168.118.120,10.0.63.12,48948,80,6,1.2080953497285785,73472,1148,4645,210,21,17,1,ddos
192.168.59.33,10.0.63.77,43372,22,6,22.821193300346682,3433,45,145,391,29,34,0,normal
192.168.62.50,10.0.92.1,19605,445,6,3.8146343798637696,4285,42,3607,1194,25,28,0,normal
192.168.112.233,10.0.179.70,37703,22,6,1.7052524781037404,363,55,3011,5701,25,27,0,normal
192.168.19.214,10.0.136.196,14606,22,17,5.360009051928189,9349,45,1443,1004,25,16,0,normal
192.168.197.123,10.0.133.217,44912,443,6,1.6094350640918935,10199,50,89,2507,31,21,0,normal
192.168.194.222,10.0.86.220,31300,8080,17,8.581617226970343,4073,53,93,19285,35,18,0,normal
192.168.47.167,10.0.39.23,39027,22,6,1.8425524780885614,3076,52,994,1849,20,25,0,normal
192.168.196.33,10.0.68.180,5823,22,17,22.218545347147423,236,49,166,310,27,34,0,normal
192.168.141.84,10.0.4.126,26115,22,6,4.646180633531675,228,10,12564,4425,26,25,1,password
192.168.182.135,10.0.175.251,29258,3389,6,9.302691605536934,6564,54,895,367,22,24,0,normal
192.168.79.215,10.0.21.229,48017,8080,17,0.3780133564151602,569,63,146,616,17,25,0,normal
192.168.14.215,10.0.184.105,60201,8080,17,2.1408502582669526,654,53,8079,3384,24,29,0,normal
192.168.147.128,10.0.66.187,55536,445,6,6.687275013014976,5206,45,24,3539,27,23,0,normal
192.168.54.221,10.0.7.49,25629,3389,6,5.321909706696668,175484,45,842,763,17,25,0,normal
192.168.248.148,10.0.16.145,61582,80,6,1.0798661073691467,1776,58,3335,586,27,20,1,xss
192.168.29.24,10.0.84.250,50501,80,6,2.2018585601116847,180116,44,140,42368,26,21,0,normal
192.168.82.63,10.0.87.98,37558,445,17,1.5288460311590268,2559,52,461,13,27,28,0,normal
192.168.202.105,10.0.75.34,32692,443,6,4.751437773567228,9206,57,284,2274,24,18,0,normal
192.168.57.136,10.0.161.26,5135,22,6,2.1123053442614292,20321,8,115,1134,27,22,1,password
192.168.218.62,10.0.66.125,25710,445,6,1.8484697806266113,23506,52,1277,471,19,26,0,normal
192.168.157.202,10.0.63.87,8039,22,6,1.162044085894364,70446,51,6015,1951,27,32,1,ransomware
192.168.17.66,10.0.41.214,7880,8080,6,2.6299257625075634,1883,49,60324,156,29,23,0,normal
192.168.6.58,10.0.186.98,17514,80,17,1.0876876609506296,15617,49,5033,81,34,25,0,normal
192.168.69.156,10.0.124.79,36218,80,6,16.426358666427934,6960,33,639,8797,21,26,0,normal
192.168.62.169,10.0.10.15,15521,22,17,0.8391462657973091,1246,15,10191,285,22,24,1,password
192.168.197.82,10.0.42.93,54554,445,6,12.226778895642937,49919,52,114,858,22,35,0,normal
192.168.218.212,10.0.185.215,54540,80,6,2.797218622566004,7441,44,375,12,21,29,0,normal
192.168.169.177,10.0.251.17,52707,445,6,2.3729988089925254,666,59,7370,34,23,21,0,normal
192.168.219.177,10.0.188.9,24218,8080,6,1.315401309543986,527,44,294,1817,30,22,0,normal
192.168.204.71,10.0.114.36,45128,22,17,5.04966112111404,149916,8,1230,9577,25,30,1,password
192.168.251.131,10.0.201.208,6340,80,6,5.784301423726017,1112,62,269,278,25,18,0,normal
192.168.10.98,10.0.36.48,39154,80,6,3.1515282636231996,914,53,712,28684,24,32,1,injection
192.168.89.35,10.0.51.97,5717,445,6,0.28659334589534613,6334,52,954,14361,22,19,0,normal
192.168.208.2,10.0.119.95,42782,8080,6,12.536384074089364,12555,59,2814,6442,25,20,0,normal
192.168.124.24,10.0.70.74,30978,80,17,19.643082819965684,1662,56,1527,9582,30,27,1,injection
192.168.74.166,10.0.80.68,48925,445,6,2.8197557433320104,21908,34,4582,15200,29,26,0,normal
192.168.22.154,10.0.246.150,22676,3389,17,4.755197790496717,15859,41,2402,387,23,20,0,normal
192.168.171.183,10.0.77.208,15202,8080,6,2.9919005250842816,2010,50,735,426,28,27,0,normal
192.168.39.219,10.0.116.254,44421,8080,6,1.9421525036320533,789,43,324,4414,25,33,0,normal
192.168.157.239,10.0.221.6,52187,445,6,0.01,376597,766,176,91,27,20,1,dos
192.168.230.20,10.0.154.75,15775,443,17,3.044652721421554,2741,51,4,2131,31,18,0,normal
192.168.219.41,10.0.88.221,1449,3389,17,8.529318871786556,2408,40,871,2746,27,15,0,normal
192.168.182.148,10.0.3.52,4068,3389,6,0.08589082261571285,5311,46,111,4438,27,26,1,backdoor
192.168.108.147,10.0.74.125,64189,3389,6,4.3626574745479125,4371,53,190,3452,23,34,0,normal
192.168.84.227,10.0.188.254,12504,80,6,10.633592822647069,72081,46,601,83,16,29,0,normal
192.168.111.66,10.0.191.65,44898,22,6,1.226622639552592,8771,49,386,36,28,28,0,normal
192.168.158.53,10.0.52.235,40021,22,6,1.0121470452297219,217,53,3278,1251,24,27,0,normal
192.168.34.150,10.0.218.250,2263,443,6,7.398118286294598,796,51,785,146018,19,27,0,normal
192.168.67.134,10.0.76.142,7590,3389,6,1.472435411290277,3045,55,28384,160,27,20,0,normal
192.168.207.27,10.0.89.72,20799,3389,6,1.0658687490490721,23185,44,88266,575,27,23,0,normal
192.168.10.73,10.0.235.68,38005,8080,6,2.3739895217463,142,47,594,1989,26,31,0,normal
192.168.225.96,10.0.156.199,54173,445,17,2.4920320807593956,27319,60,201,373,30,26,1,ransomware
192.168.48.70,10.0.138.115,4030,80,6,10.361378906539787,12869,43,32,4067,12,27,0,normal
192.168.233.187,10.0.57.250,8049,80,17,4.817481330295135,17408,53,42429,4545,24,20,0,normal
192.168.100.59,10.0.228.66,20447,443,6,2.604055367037291,23308,58,257,23933,26,16,1,ransomware
192.168.252.2,10.0.90.245,40350,22,6,3.8220126649865422,24306,46,372,3294,29,25,0,normal
192.168.157.196,10.0.50.14,26198,3389,6,15.391791853436628,584,65,270,566,20,26,0,normal
192.168.65.83,10.0.250.16,27687,445,6,0.6007617572787611,19751,57,570,6225,24,24,0,normal
192.168.154.217,10.0.182.171,34976,443,6,1.1641738095967606,2635,43,422,1011,39,32,0,normal
192.168.10.53,10.0.42.209,28350,80,6,0.01,3247,1157,5730,515,17,27,1,dos
192.168.79.59,10.0.110.22,52760,80,17,15.770692304287653,3176,55,4,479,23,34,0,normal
192.168.150.179,10.0.68.19,32163,80,6,0.9750004819971672,10940,44,753,408,30,20,0,normal
192.168.48.149,10.0.66.167,63127,3389,17,0.7839054481832862,327,58,4610,9687,37,23,0,normal
192.168.123.248,10.0.73.252,48222,3389,6,2.7329992453719276,17510,60,275,9404,22,30,0,normal
192.168.22.100,10.0.147.144,61881,3389,6,0.2549840206097157,145216,2269,3556,1928,33,26,1,ddos
192.168.98.158,10.0.54.153,9126,8080,6,5.3196564223569585,1631,41,1311,449,28,29,0,normal
192.168.25.237,10.0.112.18,47661,22,17,0.40331795257478387,2995,52,260,1596,18,23,0,normal
192.168.28.193,10.0.151.117,8140,80,6,0.01,534,576,29,252,26,26,1,dos
192.168.113.45,10.0.85.139,13961,80,17,3.3197571357122753,59679,55,2472,911,26,21,1,ransomware
